# Probe 0 (-99 0 0)
# Probe 1 (-90 0 0)
# Probe 2 (-81 0 0)
# Probe 3 (-72 0 0)
# Probe 4 (-63 0 0)
# Probe 5 (-54 0 0)
# Probe 6 (-45 0 0)
# Probe 7 (-36 0 0)
# Probe 8 (-27 0 0)
# Probe 9 (-18 0 0)
# Probe 10 (-9 0 0)
# Probe 11 (0 0 0)
# Probe 12 (9 0 0)
# Probe 13 (18 0 0)
# Probe 14 (27 0 0)
# Probe 15 (36 0 0)
# Probe 16 (45 0 0)
# Probe 17 (54 0 0)
# Probe 18 (63 0 0)
# Probe 19 (72 0 0)
# Probe 20 (81 0 0)
# Probe 21 (90 0 0)
# Probe 22 (99 0 0)
#           Probe                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22
#            Time
                0            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.01            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.02            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.03            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.04            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.05            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.06            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.07            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.08            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.09            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
              0.1            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.11            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325       101323.7188       101000.7396       101317.2915            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.12            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325       101314.3387       100651.5494       101206.0525       101324.9608            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.13            101325            101325            101325            101325            101325            101325            101325            101325            101325            101325       101275.4593       100682.9928       101111.8995       101312.7354            101325            101325            101325            101325            101325            101325            101325            101325            101325
             0.14            101325            101325            101325            101325            101325            101325            101325            101325            101325        101324.999       101173.6372       101063.1731        101192.763       101212.6866       101324.8195            101325            101325            101325            101325            101325            101325            101325            101325
             0.15            101325            101325            101325            101325            101325            101325            101325            101325            101325       101324.9795       101011.4747       101615.6683       101358.0932       101164.9045       101298.1934            101325            101325            101325            101325            101325            101325            101325            101325
             0.16            101325            101325            101325            101325            101325            101325            101325            101325            101325       101324.7003        100874.444        102094.094       101536.0642       101225.5475       101206.8394       101324.1711            101325            101325            101325            101325            101325            101325            101325
             0.17            101325            101325            101325            101325            101325            101325            101325            101325            101325        101322.141       100889.8327       102298.2944       101647.8321       101342.3362        101195.966       101278.8084            101325            101325            101325            101325            101325            101325            101325
             0.18            101325            101325            101325            101325            101325            101325            101325            101325            101325       101307.6154       101105.9792       102141.8284       101641.0595       101464.0226       101260.7462        101208.667       101322.7509            101325            101325            101325            101325            101325            101325
             0.19            101325            101325            101325            101325            101325            101325            101325            101325       101324.9999       101258.2943       101473.1926       101697.7736       101523.9418       101541.5271       101362.1462       101219.3042       101266.6998       101324.9999            101325            101325            101325            101325            101325
              0.2            101325            101325            101325            101325            101325            101325            101325            101325       101324.9954       101159.5186       101812.9066       101122.1637       101341.4075        101537.719       101456.5751       101288.7027        101216.981       101311.9372            101325            101325            101325            101325            101325
             0.21            101325            101325            101325            101325            101325            101325            101325            101325       101324.8924       101043.3868        101978.096       100626.3982       101154.5127       101460.4485       101506.0065       101379.4355       101238.6797       101244.1857       101324.9905            101325            101325            101325            101325
             0.22            101325            101325            101325            101325            101325            101325            101325            101325        101323.563        101015.518       101904.7913       100399.7671       101034.6219       101337.9666       101492.0679       101454.8668       101306.1638       101227.7122       101299.7856            101325            101325            101325            101325
             0.23            101325            101325            101325            101325            101325            101325            101325            101325       101314.1225       101084.7088       101620.6505        100541.062       101040.1094       101206.9281       101415.5512       101484.2181       101387.1659       101265.9179       101239.8421       101324.6174            101325            101325            101325
             0.24            101325            101325            101325            101325            101325            101325            101325            101325       101278.0748        101325.522       101242.5089       100980.6485       101146.2294       101126.7908       101309.3995       101457.1719       101449.0243       101336.2105       101237.3465       101283.3747            101325            101325            101325
             0.25            101325            101325            101325            101325            101325            101325            101325       101324.9996       101199.2443       101593.3632        100906.984       101561.6074       101327.9784       101125.6114       101210.4268         101381.52       101465.4078       101407.1752         101283.24        101241.459       101322.6341            101325            101325
             0.26            101325            101325            101325            101325            101325            101325            101325       101324.9755       101101.9988       101759.6667       100722.4177       102056.4844       101509.4193       101203.5948       101157.2781       101286.7201        101432.064       101450.4376       101351.1877       101248.1648       101272.8685       101324.9972            101325
             0.27            101325            101325            101325            101325            101325            101325            101325       101324.3928       101075.9415        101758.961       100762.9826       102271.3004       101627.3486       101326.7166       101169.3436       101208.1459       101360.1372       101448.5639       101413.1967         101301.31       101246.8935       101315.7303            101325
             0.28            101325            101325            101325            101325            101325            101325            101325       101318.4375       101107.5045       101621.9928       101027.7286        102120.938       101619.3125       101446.7677       101244.3028       101175.9021       101275.8584       101400.9404       101443.5121        101365.948       101258.3211       101265.2428       101324.5811
             0.29            101325            101325            101325            101325            101325            101325            101325       101291.8553       101302.8584       101373.5718        101425.423       101681.4328        101513.457       101530.5115       101349.8445       101202.1846        101211.382       101327.1345       101433.7351       101419.0399       101314.3338        101252.709       101296.5796
              0.3            101325            101325            101325            101325            101325            101325            101325       101225.9671       101535.4386       101122.4947        101781.589       101108.8988       101332.1643       101532.7164       101449.9705       101276.6562       101192.7104       101253.5312       101380.9079       101434.8569       101374.8893       101270.2491       101259.9429
             0.31            101325            101325            101325            101325            101325            101325       101324.9997       101139.7794       101673.2418       100941.7974        101955.813       100615.5617       101148.3233       101456.3984       101500.2036       101371.0448       101225.7196        101208.304       101310.0884       101417.5594       101419.6843       101328.4916       101258.9309
             0.32            101325            101325            101325            101325            101325            101325       101324.9299        101111.927        101679.667       100916.0461        101887.783       100390.7151       101028.1363       101333.4427        101487.961       101449.3693        101296.805       101208.4896       101245.9933       101360.8045       101426.2507       101385.1493       101291.2128
             0.33            101325            101325            101325            101325            101325            101325       101322.9243       101122.2193       101587.8121       101013.6151       101607.4426       100533.3711       101035.1559       101209.8501       101412.1791       101480.4122       101380.8649       101255.5634       101213.6016       101293.8111       101404.2937        101418.242       101350.8113
             0.34            101325            101325            101325            101325            101325            101325       101308.8297       101278.3036       101385.9972       101282.2937       101231.6481        100974.351        101142.086         101123.84       101300.6799       101452.1031       101444.3689       101328.8344       101222.5669        101238.955       101346.3315       101418.4798       101399.2256
             0.35            101325            101325            101325            101325            101325            101325       101263.3708       101493.0773       101178.0143       101566.0119        100897.869       101556.3923       101324.6589       101123.4117       101208.3574       101377.8179       101462.3392       101401.6625       101274.6836       101221.3131       101283.7629       101389.7765       101415.2398
             0.36            101325            101325            101325            101325            101325            101325       101185.4367        101618.458       101023.0665       101741.0663       100715.0006       102052.1559       101506.9152       101201.5882       101155.3973       101282.8815       101428.4932       101445.7433        101345.095       101237.9105       101237.2918       101330.9219        101409.767
             0.37            101325            101325            101325            101325            101325       101324.9669       101141.4974        101631.668       100994.1189       101743.8852       100756.3854       102267.7647       101624.9593       101324.9954       101167.2742       101204.2725       101356.7074       101445.9627       101408.6104       101294.0743       101229.3392       101272.7196       101366.7169
             0.38            101325            101325            101325            101325            101325       101322.9503        101139.623       101573.8346       101042.2686        101611.658       101022.3609       102117.7972       101617.2488       101445.2082       101243.2202       101173.6933       101272.5694       101399.4513       101440.8759       101360.8525       101250.4287       101237.7723       101307.6556
             0.39            101325            101325            101325            101325            101325       101305.6178       101206.8428       101401.1474       101264.7213       101364.8589       101420.8718        101678.687        101511.828       101529.0714       101355.0937       101198.6602       101201.5828       101319.4458       101430.6865       101414.8236       101308.0779       101236.6954       101257.5315
              0.4            101325            101325            101325            101325            101325       101251.5804       101410.7051       101217.7098       101511.1176       101115.4202       101777.4762       101106.6105       101330.7578       101531.2944       101447.9216       101274.8583       101188.3515       101251.2177       101378.8756       101432.7017         101370.43       101264.3446       101239.9917
             0.41            101325            101325            101325            101325            101325       101186.4218       101558.2965       101075.9849       101657.9062       100935.8379       101952.4531       100613.6218       101147.1159       101454.8325       101498.6101       101368.8831       101225.7439       101207.1197       101308.7489       101414.6152       101416.4378       101323.1989        101244.815
             0.42            101325            101325            101325            101325       101324.9981       101159.7025       101595.0313       101041.1894       101666.8602        100910.398        101884.939        100389.036       101027.0507        101332.449       101486.2963       101447.3196       101296.8286       101205.8681       101245.3601       101359.0419       101424.0771       101381.0188       101287.0366
             0.43            101325            101325            101325            101325       101324.5963       101161.8411       101583.3294       101058.7325       101579.7588       101008.5948       101604.9614       100532.1265       101034.1367       101208.6966       101410.7908       101478.0811       101380.0093       101254.4473       101212.1109       101292.3195        101401.808       101415.6918       101346.1325
             0.44            101325            101325            101325            101325        101314.397       101246.8391       101455.7119       101243.0317       101378.6377       101278.1669       101229.6857       100973.3304       101141.0421       101122.7778        101299.363       101453.4358       101443.0778       101327.0619         101224.16       101238.4146       101344.7197       101416.3419        101395.971
             0.45            101325            101325            101325            101325       101269.3711       101438.8526       101289.4227       101470.7929        101171.378       101562.2511       100896.4308       101555.5225       101323.7785       101122.3435       101206.8676       101376.4627       101459.7406       101392.5266       101272.2978        101217.788       101282.3935       101387.6889       101413.0486
             0.46            101325            101325            101325            101325       101211.0069       101544.3647       101142.1403       101604.7389       101017.3841       101738.2491       100713.5638       102051.3109       101506.0275       101200.6899       101154.2666       101281.9359       101427.8454       101446.7574         101343.91       101235.8411       101236.6446       101329.3662       101407.7159
             0.47            101325            101325            101325       101324.9983       101182.1524       101564.4592       101080.4006       101620.0027       100989.0531       101741.5874       100755.1529       102266.8797       101624.1557       101323.8145       101166.1692       101203.4662       101356.4881       101446.1458       101407.9657       101292.0791       101226.0819       101272.0316        101364.945
             0.48            101325            101325            101325       101324.6574       101181.5699       101547.3383       101078.9179       101565.8902       101037.7243       101609.7606       101021.2504       102116.7935       101616.5422       101444.1354       101242.2665       101172.8943       101272.1342       101396.2507       101440.7866       101363.4491        101250.005       101235.9387       101306.4856
             0.49            101325            101325            101325       101316.0896       101225.5993       101420.8197       101166.2216       101394.2086       101261.2789       101363.1906       101420.0142       101677.8375       101511.0024       101528.0708       101354.3636       101198.5399       101207.2627       101330.1347       101434.6496         101414.67       101306.3258       101234.3075       101256.6884
