-99.1696094864184  -91.58383851161784
-99.55882281186044  -125.31026786722748
-98.58223344673303  -54.22270614120305
-97.99485740704765  -16.86157377078814
-97.40748136736228  20.499558599626766
-96.82010532767691  57.860690970041674
-96.23217147598804  93.1467626874371
-95.74297034891865  125.31856998929254
-95.15266579621489  151.78563393135482
-93.96682720327459  185.266068193421
-92.17269462051766  178.29286033766903
-91.56816586172468  151.84587762773288
-90.96363710293168  125.3988949177965
-90.45686489775204  92.2062916495363
-89.75206943132994  63.167156559336036
-89.74579404629057  39.82272421286609
-89.04002240886234  7.15223297988166
-88.43144951304399  -34.338939464446185
-87.82343442922911  -73.75505125575478
-87.21486153341074  -115.24622370008262
-86.60796207360286  -150.51221418535204
-85.20576214980505  -181.09593071324332
-84.00883704329519  -188.85732692994077
-83.118987444712  -165.4978336593764
-82.42911344938354  -139.0290962813035
-81.84201631569991  -100.63043358437892
-81.25631371202503  -57.044119254905354
-80.67061110835016  -13.457804925431901
-80.0849085046753  30.12850940404178
-80.46449957305697  -39.392716216155236
-79.49809027699342  69.56470242747616
-79.87879696938208  4.193598113318444
-78.9109931433098  107.96336512440087
-78.32194366761392  139.0993155357571
-77.7342887219268  175.4229175796621
-76.04976619785761  205.7991280422516
-74.55308686596699  194.15201340917406
-74.24768479405081  169.256305880971
-73.74174930687641  139.17629359224009
-73.03779055845956  113.2497494815691
-73.03109681441757  88.34902164533457
-72.4234303631049  50.229822762163394
-71.81429965528304  6.663589664815845
-71.20516894746116  -36.902643432531704
-70.69581686176534  -79.69240222100734
-69.99130030134498  -107.69400698469792
-69.98460655730298  -132.59473482093244
-69.27869546687388  -165.78399121717177
-68.4732846603205  -198.71219159577288
-66.6778970005557  -210.35428592081905
-65.68861741234866  -186.47435405098906
-65.10040465465804  -152.22581266010354
-64.51107627296042  -122.1273925752572
-63.9295572593118  -62.978123348137046
-64.02173569289016  -90.47435043665655
-63.34385465563693  -19.391809018663594
-62.75647861595155  17.969323351751314
-63.13774312034373  -45.32672030938693
-62.17579632030818  80.23118355840097
-62.26797475388654  52.734956469881354
-61.590093716633305  123.81749788787442
-61.00271767694794  161.17863025828933
-61.38398218134011  97.88258659715098
-60.513795455880285  194.38796788665456
-59.82433981955445  222.41300075449192
-58.43455121283449  237.9993837562855
-57.53298756217781  217.7826033134395
-56.929295521390074  194.4482115830325
-56.42252331621043  161.2556083147723
-55.7168911317831  129.10388224504277
-55.809209018362324  102.12642031977816
-55.10148503892185  62.193216801225276
-54.49068089508947  12.401801744819068
-53.88280526427549  -26.495544883234516
-53.87611152023349  -51.39627271946904
-53.270327684432615  -82.51214189869927
-53.26405229939324  -105.85657424516921
-52.756582829209236  -141.6430033297039
-52.05206626878889  -169.64460809339437
-52.04537252474688  -194.545335929629
-51.139834463565265  -229.54692352523932
-49.9393533055331  -250.53683140493638
