-99.25423728813558 -94.12834224598907
-98.5567539804828 -52.63101604278063
-97.95891114535182 -15.283422459892904
-97.36106831022084 22.06417112299482
-96.76322547508988 60.44919786096284
-96.1653826399589 94.6844919786098
-95.66718027734976 126.8449197860964
-95.0693374422188 153.2994652406419
-93.87365177195686 185.20053475935845
-92.08012326656394 179.7540106951874
-91.48228043143297 153.2994652406419
-90.884437596302 126.8449197860964
-90.38623523369286 93.30124777183607
-89.68875192604006 64.59893048128356
-89.68875192604006 41.25668449197883
-88.99126861838727 8.577540106952029
-88.39342578325629 -32.919786096256416
-87.79558294812531 -72.34224598930462
-87.19774011299435 -112.45632798573968
-86.59989727786336 -149.11229946524054
-85.20493066255779 -179.71657754010675
-84.00924499229583 -187.49732620320833
-83.11248073959938 -164.1550802139036
-82.5146379044684 -138.21925133689808
-81.91679506933744 -109.68983957219234
-81.21931176168464 -55.74331550802128
-81.61787365177196 -84.79144385026723
-80.62146892655366 -12.516934046345568
-80.0236260914227 31.401069518716668
-80.42218798151 -38.10695187165754
-79.42578325629172 71.86096256684505
-79.82434514637904 5.465240641711375
-78.82794042116075 110.24598930481295
-78.32973805855161 142.40641711229966
-77.63225475089881 176.64171122994674
-75.93836671802774 206.98663101604302
-74.4437596302003 195.31550802139054
-74.14483821263482 170.41711229946543
-73.64663585002567 140.3315508021393
-72.94915254237287 114.3957219251339
-72.94915254237287 89.49732620320879
-72.35130970724191 51.371657754010926
-71.85310734463278 12.727272727272862
-71.45454545454544 -2.8342245989304047
-71.15562403697996 -35.25401069518705
-70.65742167437082 -82.71657754010675
-70.05957883923986 -117.98930481283412
-69.36209553158704 -147.03743315508007
-69.06317411402156 -174.01069518716554
-68.4653312788906 -200.98395721925112
-66.67180277349769 -208.2459893048126
-65.77503852080122 -181.27272727272702
-65.07755521314843 -151.1871657754009
-64.47971237801745 -121.10160427807477
-63.881869542886484 -61.96791443850259
-63.98151001540831 -89.45989304812815
-63.28402670775551 -28.770053475935697
-62.68618387262454 21.02673796791464
-63.084745762711854 2.352941176470722
-62.08834103749357 81.197860962567
-62.1879815100154 53.70588235294133
-61.4904982023626 124.77005347593604
-60.892655367231626 163.15508021390394
-61.29121725731895 98.83422459893063
-60.39445300462249 195.31550802139054
-59.69696969696969 223.3262032085563
-58.3020030816641 238.88770053475957
-57.40523882896764 218.65775401069538
-56.807395993836664 195.31550802139054
-56.20955315870569 168.86096256684516
-56.20955315870569 145.51871657754032
-55.512069851052885 108.17112299465259
-55.31278890600923 61.48663101604302
-54.71494607087827 33.47593582887714
-54.31638418079095 3.0445632798575843
-53.81818181818181 -42.77540106951858
-53.22033898305084 -81.67914438502658
-53.22033898305084 -105.02139037433142
-52.7221366204417 -148.07486631016013
-52.0246533127889 -175.04812834224572
-52.0246533127889 -198.39037433155067
-51.12788906009244 -228.73529411764684
-49.63328197226501 -246.63101604278063
-48.337955829481245 -213.08734402852042
-47.740112994350284 -174.01069518716554
-47.14227015921931 -137.7005347593581
-46.54442732408833 -82.71657754010675
-46.94298921417564 -103.46524064171103
-46.04622496147918 -19.433155080213737
-46.04622496147918 -45.88770053475912
-45.348741653826394 33.47593582887714
-45.44838212634822 7.021390374331759
-44.75089881869542 91.57219251336915
-44.850539291217245 66.15508021390394
-44.15305598356446 151.74331550802162
-44.252696456086284 123.73262032085574
-43.55521314843348 195.31550802139054
-42.95737031330252 230.5882352941179
-42.35952747817154 265.86096256684505
-40.96456086286594 283.4973262032088
-39.968156137647654 253.41176470588255
-39.768875192604 223.3262032085563
-39.171032357473024 201.54010695187185
-38.87211093990754 178.197860962567
-38.27426810477657 148.63101604278097
-38.27426810477657 123.73262032085574
-37.975346687211086 95.72192513368998
-37.77606574216742 59.41176470588243
-37.07858243451463 27.251336898395948
-37.07858243451463 1.8342245989307457
-36.480739599383654 -28.770053475935697
-36.58038007190548 -58.163992869874846
-35.88289676425269 -91.01604278074853
